iata,name,city,city_norm,country,continent,type,lat,lon
HAV,José Martí International Airport,Havana,havana,CU,NA,large_airport,22.989200592041016,-82.40910339355469
HVR,Havre City County Airport,Havre,havre,US,NA,medium_airport,48.541387,-109.762859
YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,havre-saint-pierre,CA,NA,medium_airport,50.281898,-63.611401
AWA,Hawassa International Airport,Hawassa,hawassa,ET,AF,large_airport,7.100611,38.396455
HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,hawthorne,US,NA,medium_airport,33.922798,-118.334999
YHY,Hay River / Merlyn Carter Airport,Hay River,hay river,CA,NA,medium_airport,60.8396987915,-115.782997131
HDN,Yampa Valley Airport,Hayden,hayden,US,NA,medium_airport,40.481201,-107.218002
HYS,Hays Regional Airport,Hays,hays,US,NA,medium_airport,38.844521,-99.273148
HCJ,Hechi Jinchengjiang Airport,Hechi (Jinchengjiang),hechi (jinchengjiang),CN,AS,medium_airport,24.804344,107.710819
HFE,Hefei Xinqiao International Airport,Hefei,hefei,CN,AS,large_airport,31.98779,116.9769
HEH,Heho Airport,Heho,heho,MM,AS,medium_airport,20.74714,96.792029
DTU,Wudalianchi Dedu Airport,Heihe,heihe,CN,AS,medium_airport,48.441037,126.128374
HLN,Helena Regional Airport,Helena,helena,US,NA,medium_airport,46.6068,-111.983002
HEL,Helsinki Vantaa Airport,Helsinki,helsinki,FI,EU,large_airport,60.318363,24.963341
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion,heraklion,GR,EU,large_airport,35.339699,25.1803
HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,hermosillo,MX,NA,large_airport,29.092811,-111.053015
HVB,Hervey Bay Airport,Hervey Bay,hervey bay,AU,OC,medium_airport,-25.320127,152.880662
HZA,Heze Mudan Airport,Heze (Dingtao),heze (dingtao),CN,AS,medium_airport,35.212972,115.736748
HIB,Range Regional Airport,Hibbing,hibbing,US,NA,medium_airport,47.384831,-92.836905
AKJ,Asahikawa Airport,Higashikagura,higashikagura,JP,AS,medium_airport,43.670799,142.447006
GAJ,Yamagata Airport,Higashine,higashine,JP,AS,medium_airport,38.4119,140.371002
YOJ,High Level Airport,High Level,high level,CA,NA,medium_airport,58.62139892578125,-117.16500091552734
ITO,Hilo International Airport,Hilo,hilo,US,OC,medium_airport,19.72135,-155.045428
HHH,Hilton Head Airport,Hilton Head Island,hilton head island,US,NA,medium_airport,32.2244,-80.697502
HIJ,Hiroshima Airport,Hiroshima,hiroshima,JP,AS,large_airport,34.4361,132.919006
HSS,Maharaja Agrasen International Airport,Hisar,hisar,IN,AS,large_airport,29.186065,75.74142
AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,hiva oa island,PF,OC,medium_airport,-9.76879024506,-139.011001587
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,ho chi minh city,VN,AS,large_airport,10.8188,106.652
HBA,Hobart International Airport,Hobart (Cambridge),hobart (cambridge),AU,OC,large_airport,-42.837032,147.513022
HOB,Lea County Regional Airport,Hobbs,hobbs,US,NA,medium_airport,32.6875,-103.217003
HDS,Eastgate Airport / Air Force Base Hoedspruit,Hoedspruit,hoedspruit,ZA,AF,medium_airport,-24.361864,31.052921
RGO,Orang (Chongjin) Airport,Hoemun-ri,hoemun-ri,KP,AS,medium_airport,41.428538,129.647555
HFN,Hornafjörður Airport,Höfn,hofn,IS,EU,medium_airport,64.295601,-15.2272
HOF,Al-Ahsa International Airport,Hofuf,hofuf,SA,AS,large_airport,25.285299,49.485199
HET,Hohhot Baita International Airport,Hohhot,hohhot,CN,AS,large_airport,40.849658,111.824598
HOG,Frank Pais International Airport,Holguin,holguin,CU,NA,large_airport,20.785148,-76.315526
HUO,Holingol Huolinhe Airport,Holingol,holingol,CN,AS,medium_airport,45.487222,119.407222
HGI,Itanagar Donyi Polo Hollongi Airport,Hollongi,hollongi,IN,AS,medium_airport,26.96683,93.638792
HCR,Holy Cross Airport,Holy Cross,holy cross,US,NA,medium_airport,62.18830108642578,-159.77499389648438
HOM,Homer Airport,Homer,homer,US,NA,medium_airport,59.644456,-151.479235
EAS,San Sebastián Airport,Hondarribia,hondarribia,ES,EU,medium_airport,43.356499,-1.79061
HKG,Hong Kong International Airport,Hong Kong,hong kong,HK,AS,large_airport,22.31184,113.914862
HIR,Honiara International Airport,Honiara,honiara,SB,OC,large_airport,-9.428,160.054993
HVG,"Honningsvåg Airport, Valan",Honningsvåg,honningsvag,NO,EU,medium_airport,71.009697,25.983601
HNL,Daniel K. Inouye International Airport,Honolulu,honolulu,US,NA,large_airport,21.318387,-157.92567
HID,Horn Island Airport,Horn,horn,AU,OC,medium_airport,-10.585636,142.29277
HOR,Horta Airport,Horta,horta,PT,EU,medium_airport,38.519901275634766,-28.715900421142578
HOT,Memorial Field Airport,Hot Springs,hot springs,US,NA,medium_airport,34.4788,-93.096262
HTN,Hotan Airport,Hotan,hotan,CN,AS,medium_airport,37.03850173950195,79.86489868164062
HOU,William P. Hobby Airport,Houston,houston,US,NA,large_airport,29.645336,-95.276812
HHQ,Hua Hin Airport,Hua Hin,hua hin,TH,AS,medium_airport,12.6361999512,99.951499939
HIA,Huai'an Lianshui Airport,Huai'an,huai'an,CN,AS,large_airport,33.792712,119.126657
HJJ,Huaihua Zhijiang Airport,Huaihua,huaihua,CN,AS,medium_airport,27.443087,109.704666
HUN,Hualien Chiashan Airport,Hualien City,hualien city,TW,AS,large_airport,24.023163,121.617991
NOV,Albano Machado Airport,Huambo,huambo,AO,AF,medium_airport,-12.8089,15.7605
TXN,Huangshan Tunxi International Airport,Huangshan,huangshan,CN,AS,large_airport,29.733299,118.255997
HUU,Alferez Fap David Figueroa Fernandini Airport,Huánuco,huanuco,PE,SA,medium_airport,-9.878809928894043,-76.20480346679688
HUX,Bahías de Huatulco International Airport,Huatulco,huatulco,MX,NA,large_airport,15.775437,-96.260456
HBX,Hubballi Airport,Hubballi,hubballi,IN,AS,medium_airport,15.361084,75.082096
HUI,Phu Bai International Airport,Huế,hue,VN,AS,medium_airport,16.400628,107.703094
HUZ,Huizhou Pingtan Airport,Huizhou (Pingtan),huizhou (pingtan),CN,AS,medium_airport,23.049999,114.599998
HTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,huntington,US,NA,medium_airport,38.366699,-82.557999
HSV,Huntsville International Airport,Huntsville,huntsville,US,NA,medium_airport,34.636244,-86.774378
HRG,Hurghada International Airport,Hurghada,hurghada,EG,AF,large_airport,27.176776,33.796692
HSL,Huslia Airport,Huslia,huslia,US,NA,medium_airport,65.697899,-156.350998
KDM,Kaadedhdhoo Airport,Huvadhu Atoll,huvadhu atoll,MV,AS,medium_airport,0.488131,72.996902
MZG,Penghu Magong Airport,Huxi,huxi,TW,AS,large_airport,23.568701,119.627998
HYA,Cape Cod Gateway Airport,Hyannis,hyannis,US,NA,medium_airport,41.6693,-70.280403
HYD,Rajiv Gandhi International Airport,Hyderabad,hyderabad,IN,AS,large_airport,17.231318,78.429855
TLN,Toulon-Hyères Airport,"Hyères, Var","hyeres, var",FR,EU,medium_airport,43.097301,6.14603
SPN,Saipan International Airport,"I Fadang, Saipan","i fadang, saipan",MP,OC,large_airport,15.119384,145.728848
IAS,Iaşi International Airport,Iaşi,iasi,RO,EU,large_airport,47.179633,27.621431
IBA,Ibadan Airport,Ibadan,ibadan,NG,AF,medium_airport,7.362460136413574,3.97832989692688
IBE,Perales Airport,Ibagué,ibague,CO,SA,medium_airport,4.42161,-75.1333
IBZ,Ibiza Airport,Ibiza (Eivissa),ibiza (eivissa),ES,EU,large_airport,38.872898,1.37312
IDA,Idaho Falls Regional Airport,Idaho Falls,idaho falls,US,NA,medium_airport,43.514599,-112.070999
IAA,Igarka Airport,Igarka,igarka,RU,AS,medium_airport,67.437202,86.621902
IGD,Iğdır Airport,Iğdır,igdır,TR,AS,medium_airport,39.976627,43.876648
IKI,Iki Airport,Iki,iki,JP,AS,medium_airport,33.7490005493,129.785003662
ILP,Île des Pins Airport,Île des Pins,ile des pins,NC,OC,medium_airport,-22.5889,167.455994
IOS,Bahia - Jorge Amado Airport,Ilhéus,ilheus,BR,SA,medium_airport,-14.815929,-39.033458
ILI,Iliamna Airport,Iliamna,iliamna,US,NA,medium_airport,59.754398,-154.910996
VVZ,Illizi Takhamalt Airport,Illizi,illizi,DZ,AF,medium_airport,26.723499,8.62265
ILQ,General Jorge Fernandez Maldon Airport,Ilo,ilo,PE,SA,medium_airport,-17.695,-71.344002
ILR,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,ilorin/ogbomosho,NG,AF,large_airport,8.44021,4.49392
JAV,Ilulissat Airport,Ilulissat,ilulissat,GL,NA,medium_airport,69.243202,-51.057098
IMP,Prefeito Renato Moreira Airport,Imperatriz,imperatriz,BR,SA,medium_airport,-5.53129,-47.459999
IPL,Imperial County Airport,Imperial,imperial,US,NA,medium_airport,32.83539,-115.574026
IMF,Bir Tikendrajit International Airport,Imphal,imphal,IN,AS,large_airport,24.76,93.896698
IAM,Zarzaitine - In Aménas Airport,In Aménas,in amenas,DZ,AF,medium_airport,28.0515,9.64291
INZ,In Salah Airport,In Salah,in salah,DZ,AF,medium_airport,27.250999,2.51202
IND,Indianapolis International Airport,Indianapolis,indianapolis,US,NA,large_airport,39.7173,-86.294403
IDR,Devi Ahilya Bai Holkar International Airport,Indore,indore,IN,AS,large_airport,22.721404,75.80051
INH,Inhambane Airport,Inhambane,inhambane,MZ,AF,medium_airport,-23.8764,35.408501
INN,Innsbruck Airport,Innsbruck,innsbruck,AT,EU,large_airport,47.260201,11.344
INL,Falls International Airport,International Falls,international falls,US,NA,medium_airport,48.566200256347656,-93.4030990600586
YEV,Inuvik Mike Zubko Airport,Inuvik,inuvik,CA,NA,medium_airport,68.30419921880001,-133.483001709
IVC,Invercargill Airport,Invercargill,invercargill,NZ,OC,medium_airport,-46.41239929199219,168.31300354003906
INV,Inverness Airport,Inverness,inverness,GB,EU,medium_airport,57.5425,-4.0475
IOA,Ioannina King Pyrrhus National Airport,Ioannina,ioannina,GR,EU,medium_airport,39.6964,20.8225
IPN,Usiminas Airport,Ipatinga,ipatinga,BR,SA,medium_airport,-19.470699,-42.487598
IPI,San Luis Airport,Ipiales,ipiales,CO,SA,medium_airport,0.861946,-77.671783
IPH,Sultan Azlan Shah Airport,Ipoh,ipoh,MY,AS,large_airport,4.56733,101.091643
YFB,Iqaluit Airport,Iqaluit,iqaluit,CA,NA,medium_airport,63.756402,-68.555801
IQQ,Diego Aracena International Airport,Iquique,iquique,CL,SA,large_airport,-20.536273,-70.181373
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,iquitos,PE,SA,large_airport,-3.78474,-73.3088
IKT,Irkutsk International Airport,Irkutsk,irkutsk,RU,AS,large_airport,52.266707,104.395563
IFJ,Ísafjörður Airport,Ísafjörður,isafjorður,IS,EU,medium_airport,66.058098,-23.1353
IFN,Isfahan Shahid Beheshti International Airport,Isfahan,isfahan,IR,AS,large_airport,32.755142,51.883877
ISG,New Ishigaki Airport,Ishigaki,ishigaki,JP,AS,medium_airport,24.396389,124.245
IRP,Matari Airport,Isiro,isiro,CD,AF,medium_airport,2.82761,27.588301
GPS,Seymour Galapagos Ecological Airport,Isla Baltra,isla baltra,EC,SA,medium_airport,-0.453758,-90.2659
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,isla colon,PA,NA,medium_airport,9.34085,-82.250801
IPC,Mataveri International Airport,Isla De Pascua,isla de pascua,CL,SA,large_airport,-27.165411,-109.421027
PMV,Del Caribe Santiago Mariño International Airport,Isla Margarita,isla margarita,VE,NA,large_airport,10.912603,-63.966599
ISB,Islamabad International Airport,Islamabad,islamabad,PK,AS,large_airport,33.549,72.82566
YIV,Island Lake Airport,Island Lake,island lake,CA,NA,medium_airport,53.857200622558594,-94.65360260009766
ILY,Islay Airport,"Isle of Islay, Argyll and Bute","isle of islay, argyll and bute",GB,EU,medium_airport,55.682708,-6.257525
ISP,Long Island MacArthur Airport,Islip,islip,US,NA,medium_airport,40.796324,-73.101703
CRV,Crotone Sant'Anna Pythagoras Airport,Isola di Capo Rizzuto (KR),isola di capo rizzuto (kr),IT,EU,medium_airport,38.9972,17.0802
ISE,Süleyman Demirel International Airport,Isparta,isparta,TR,AS,medium_airport,37.8554,30.368401
IST,İstanbul Airport,Istanbul,istanbul,TR,EU,large_airport,41.274874,28.732136
ITB,Itaituba Airport,Itaituba,itaituba,BR,SA,medium_airport,-4.242131,-56.000651
ITH,Ithaca Tompkins Regional Airport,Ithaca,ithaca,US,NA,medium_airport,42.49100112915039,-76.4583969116211
IVL,Ivalo Airport,Ivalo,ivalo,FI,EU,large_airport,68.6073,27.4053
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,ivano-frankivsk,UA,EU,medium_airport,48.88420104980469,24.686100006103516
IWA,Ivanovo South Airport,Ivanovo,ivanovo,RU,EU,medium_airport,56.93939971923828,40.940799713134766
IWK,Iwakuni Kintaikyo Airport,Iwakuni,iwakuni,JP,AS,medium_airport,34.146333,132.247238
ZIH,Ixtapa-Zihuatanejo International Airport,Ixtapa,ixtapa,MX,NA,large_airport,17.601771,-101.460629
IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,ixtepec,MX,NA,medium_airport,16.445961,-95.093708
IJK,Izhevsk Airport,Izhevsk,izhevsk,RU,AS,medium_airport,56.834524,53.462172
OIM,Oshima Airport,Izu Oshima,izu oshima,JP,AS,medium_airport,34.782001495399996,139.36000061
IZO,Izumo Enmusubi Airport,Izumo,izumo,JP,AS,medium_airport,35.413601,132.889999
JLR,Jabalpur Airport,Jabalpur,jabalpur,IN,AS,medium_airport,23.177799,80.052002
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,jackson,US,NA,medium_airport,32.311199,-90.075897
JAX,Jacksonville International Airport,Jacksonville,jacksonville,US,NA,large_airport,30.492469,-81.687813
JAE,Shumba Airport,Jaén,jaen,PE,SA,medium_airport,-5.59248,-78.774002
JAF,Jaffna International Airport,Jaffna,jaffna,LK,AS,large_airport,9.79233,80.070099
JAI,Jaipur International Airport,Jaipur,jaipur,IN,AS,large_airport,26.8242,75.812202
HLP,Halim Perdanakusuma International Airport,Jakarta,jakarta,ID,AS,large_airport,-6.267221,106.891733
JMS,Jamestown Regional Airport,Jamestown,jamestown,US,NA,medium_airport,46.92969894,-98.67819977
IXJ,Jammu Airport,Jammu,jammu,IN,AS,medium_airport,32.688849,74.838152
JGA,Jamnagar Airport,Jamnagar,jamnagar,IN,AS,medium_airport,22.465499877929688,70.01260375976562
JKR,Janakpur Airport,Janakpur,janakpur,NP,AS,medium_airport,26.708799,85.922401
JSR,Jessore Airport,Jashore (Jessore),jashore (jessore),BD,AS,medium_airport,23.1838,89.160797
RZE,Rzeszów-Jasionka Airport,Jasionka,jasionka,PL,EU,large_airport,50.109791,22.024155
JAU,Francisco Carle Airport,Jauja,jauja,PE,SA,medium_airport,-11.7831001282,-75.47339630130001
JED,King Abdulaziz International Airport,Jeddah,jeddah,SA,AS,large_airport,21.680241,39.157436
CJU,Jeju International Airport,Jeju City,jeju city,KR,AS,large_airport,33.512058,126.492548
XRY,Jerez Airport,Jerez de la Frontera,jerez de la frontera,ES,EU,medium_airport,36.744598,-6.06011
JGS,Jinggangshan Airport,Ji'an,ji'an,CN,AS,medium_airport,26.856899,114.737
JGD,Daxing'anling Elunchun Airport,Jiagedaqi,jiagedaqi,CN,AS,medium_airport,50.371389,124.1175
JMU,Jiamusi Songjiang International Airport,Jiamusi,jiamusi,CN,AS,medium_airport,46.842793,130.46426
JSJ,Jiansanjiang Shidi Airport,Jiansanjiang,jiansanjiang,CN,AS,medium_airport,47.108248,132.65792
JGN,Jiayuguan International Airport,Jiayuguan,jiayuguan,CN,AS,large_airport,39.859052,98.339344
SWA,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),jieyang (rongcheng),CN,AS,large_airport,23.552,116.5033
JIJ,Gerad Wilwal International Airport,Jijiga,jijiga,ET,AF,large_airport,9.331907,42.911811
JIM,Jimma Airport,Jimma,jimma,ET,AF,medium_airport,7.66609001159668,36.81660079956055
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),jinan (licheng),CN,AS,large_airport,36.857201,117.216003
JDZ,Jingdezhen Luojia Airport,Jingdezhen,jingdezhen,CN,AS,medium_airport,29.3386,117.176003
JHG,Xishuangbanna Gasa International Airport,Jinghong (Gasa),jinghong (gasa),CN,AS,large_airport,21.974648,100.762224
SHS,Jingzhou Shashi Airport,Jingzhou (Shashi),jingzhou (shashi),CN,AS,medium_airport,30.29281,112.44854
JNG,Jining Da'an Airport,Jining,jining,CN,AS,medium_airport,35.647358,116.743269
BCO,Baco Airport,Jinka,jinka,ET,AF,medium_airport,5.749655,36.560165
JNZ,Jinzhou Bay Airport,Jinzhou (Linghai),jinzhou (linghai),CN,AS,medium_airport,40.936032,121.277114
JXA,Jixi Xingkaihu Airport,Jixi,jixi,CN,AS,medium_airport,45.293,131.193
GIZ,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,jizan,SA,AS,medium_airport,16.9011,42.5858
JPA,Presidente Castro Pinto International Airport,João Pessoa,joao pessoa,BR,SA,large_airport,-7.148691,-34.950554
JDH,Jodhpur Airport,Jodhpur,jodhpur,IN,AS,medium_airport,26.251100540161133,73.04889678955078
JOE,Joensuu Airport,Joensuu,joensuu,FI,EU,medium_airport,62.658815,29.619398
JNB,O.R. Tambo International Airport,Johannesburg,johannesburg,ZA,AF,large_airport,-26.140081,28.246801
JST,John Murtha Johnstown Cambria County Airport,Johnstown,johnstown,US,NA,medium_airport,40.31610107421875,-78.83390045166016
JHB,Senai International Airport,Johor Bahru,johor bahru,MY,AS,large_airport,1.64131,103.669998
JOI,Lauro Carneiro de Loyola Airport,Joinville,joinville,BR,SA,medium_airport,-26.224501,-48.797401
JOL,Jolo Airport,Jolo,jolo,PH,AS,medium_airport,6.05367,121.011002
JBR,Jonesboro Municipal Airport,Jonesboro,jonesboro,US,NA,medium_airport,35.83169937133789,-90.64640045166016
JKG,Jönköping Airport,Jönköping,jonkoping,SE,EU,medium_airport,57.757598876953125,14.068699836730957
JLN,Joplin Regional Airport,Joplin,joplin,US,NA,medium_airport,37.151798,-94.498299
JRH,Jorhat Airport,Jorhat,jorhat,IN,AS,medium_airport,26.730456,94.175416
JOS,Yakubu Gowon Airport,Jos,jos,NG,AF,medium_airport,9.639829635620117,8.869050025939941
JUB,Juba International Airport,Juba,juba,SS,AF,large_airport,4.87201,31.601101
IZA,Presidente Itamar Franco Airport,Juiz de Fora,juiz de fora,BR,SA,medium_airport,-21.513086,-43.173069
JUL,Inca Manco Capac International Airport,Juliaca,juliaca,PE,SA,large_airport,-15.467689,-70.15653
JNU,Juneau International Airport,Juneau,juneau,US,NA,medium_airport,58.354935,-134.574416
JYV,Jyväskylä Airport,Jyväskylän Maalaiskunta,jyvaskylan maalaiskunta,FI,EU,medium_airport,62.399502,25.678301
KBL,Kabul International Airport,Kabul,kabul,AF,AS,large_airport,34.565899,69.212303
CDP,Kadapa Airport,Kadapa,kadapa,IN,AS,medium_airport,14.513154,78.769183
KDO,Kadhdhoo Airport,Kadhdhoo,kadhdhoo,MV,AS,medium_airport,1.8591699600219727,73.52189636230469
KAD,Kaduna International Airport,Kaduna,kaduna,NG,AF,large_airport,10.696,7.32011
KOJ,Kagoshima Airport,Kagoshima,kagoshima,JP,AS,large_airport,31.8034,130.718994
KCM,Kahramanmaraş Airport,Kahramanmaraş,kahramanmaras,TR,AS,medium_airport,37.5388259888,36.9535217285
OGG,Kahului International Airport,Kahului,kahului,US,OC,large_airport,20.896263,-156.431837
KAI,Kaieteur Airport,Kaieteur Falls,kaieteur falls,GY,SA,medium_airport,5.177349,-59.48898
KJH,Kaili Huangping Airport,Kaili  (Huangping),kaili  (huangping),CN,AS,medium_airport,26.972,107.988
KOA,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,kailua-kona,US,OC,large_airport,19.738783,-156.045603
KNG,Utarom Airport,Kaimana,kaimana,ID,AS,medium_airport,-3.6446,133.695116
KAJ,Kajaani Airport,Kajaani,kajaani,FI,EU,medium_airport,64.2855,27.6924
SAG,Shirdi International Airport,Kakadi,kakadi,IN,AS,large_airport,19.689211,74.373655
KLX,Kalamata Airport,Kalamata,kalamata,GR,EU,medium_airport,37.06829833984375,22.02549934387207
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,kalamazoo,US,NA,medium_airport,42.232105,-85.549637
FMI,Kalemie Airport,Kalemie,kalemie,CD,AF,medium_airport,-5.87556,29.25
KLO,Kalibo International Airport,Kalibo,kalibo,PH,AS,large_airport,11.6794,122.375999
KGD,Khrabrovo Airport,Kaliningrad,kaliningrad,RU,AS,large_airport,54.889882,20.598216
